,raw_Time,raw,rendered_Time,rendered
1591322,4.55695,,,
1591323,4.53144,,,
1591324,4.50591,,,
1591325,4.48036,,,
1591326,4.45479,,,
1591327,4.4292,,,
1591328,4.40359,,,
1591329,4.37797,,,
1591330,4.35232,,,
1591331,4.32665,,,
1591332,4.30097,,,
1591333,4.27527,,,
1591334,4.24954,,,
1591335,4.2238,,,
1591336,4.19804,,,
1591337,4.17227,,,
1591338,4.14647,,,
1591339,4.12066,,,
1591340,4.09482,,,
1591341,4.06897,,,
1591342,4.04311,,,
1591343,4.01722,,,
1591344,3.99132,,,
1591345,3.9654,,,
1591346,3.93946,,,
1591347,3.9135,,,
1591348,3.88753,,,
1591349,3.86154,,,
1591350,3.83553,,,
1591351,3.80951,,,
1591352,3.78347,,,
1591353,3.75741,,,
1591354,3.73134,,,
1591355,3.70525,,,
1591356,3.67914,,,
1591357,3.65302,,,
1591358,3.62688,,,
1591359,3.60073,,,
1591360,3.57456,,,
1591361,3.54838,,,
1591362,3.52217,,,
1591363,3.49596,,,
1591364,3.46973,,,
1591365,3.44348,,,
1591366,3.41722,,,
1591367,3.39094,,,
1591368,3.36465,,,
1591369,3.33834,,,
1591370,3.31202,,,
1591371,3.28568,,,
1591372,3.25933,,,
1591373,3.23297,,,
1591374,3.20659,,,
1591375,3.1802,,,
1591376,3.15379,,,
1591377,3.12737,,,
1591378,3.10093,,,
1591379,3.07449,,,
1591380,3.04803,,,
1591381,3.02155,,,
1591382,2.99506,,,
1591383,2.96856,,,
1591384,2.94205,,,
1591385,2.91552,,,
1591386,2.88898,,,
1591387,2.86243,,,
1591388,2.83586,,,
1591389,2.80928,,,
1591390,2.78269,,,
1591391,2.75609,,,
1591392,2.72948,,,
1591393,2.70285,,,
1591394,2.67621,,,
1591395,2.64956,,,
1591396,2.6229,,,
1591397,2.59623,,,
1591398,2.56955,,,
1591399,2.54285,,,
1591400,2.51614,,,
1591401,2.48943,,,
1591402,2.4627,,,
1591403,2.43596,,,
1591404,2.40921,,,
1591405,2.38245,,,
1591406,2.35567,,,
1591407,2.32889,,,
1591408,2.3021,,,
1591409,2.2753,,,
1591410,2.24849,,,
1591411,2.22167,,,
1591412,2.19483,,,
1591413,2.16799,,,
1591414,2.14114,,,
1591415,2.11428,,,
1591416,2.08741,,,
1591417,2.06054,,,
1591418,2.03365,,,
1591419,2.00675,,,
1591420,1.97985,,,
1591421,1.95293,,,
1591422,1.92601,,,
1591423,1.89908,,,
1591424,1.87214,,,
1591425,1.84519,,,
1591426,1.81824,,,
1591427,1.79127,,,
1591428,1.7643,,,
1591429,1.73732,,,
1591430,1.71034,,,
1591431,1.68334,,,
1591432,1.65634,,,
1591433,1.62933,,,
1591434,1.60232,,,
1591435,1.57529,,,
1591436,1.54826,,,
1591437,1.52123,,,
1591438,1.49418,,,
1591439,1.46713,,,
1591440,1.44008,,,
1591441,1.41301,,,
1591442,1.38594,,,
1591443,1.35887,,,
1591444,1.33179,,,
1591445,1.3047,,,
1591446,1.27761,,,
1591447,1.25051,,,
1591448,1.22341,,,
1591449,1.1963,,,
1591450,1.16918,,,
1591451,1.14207,,,
1591452,1.11494,,,
1591453,1.08781,,,
1591454,1.06068,,,
1591455,1.03354,,,
1591456,1.0064,,,
1591457,0.979248,,,
1591458,0.952097,,,
1591459,0.92494,,,
1591460,0.89778,,,
1591461,0.870616,,,
1591462,0.843448,,,
1591463,0.816277,,,
1591464,0.789102,,,
1591465,0.761923,,,
1591466,0.734741,,,
1591467,0.707556,,,
1591468,0.680367,,,
1591469,0.653176,,,
1591470,0.625982,,,
1591471,0.598785,,,
1591472,0.571586,,,
1591473,0.544384,,,
1591474,0.517179,,,
1591475,0.489972,,,
1591476,0.462764,,,
1591477,0.435553,,,
1591478,0.40834,,,
1591479,0.381125,,,
1591480,0.353909,,,
1591481,0.326691,,,
1591482,0.299472,,,
1591483,0.272251,,,
1591484,0.24503,,,
1591485,0.217807,,,
1591486,0.190583,,,
1591487,0.163359,,,
1591488,0.136133,,,
1591489,0.108907,,,
1591490,0.0816809,,,
1591491,0.0544541,,,
1591492,0.0272271,,,
1591493,4.77612e-15,,,
1591494,-0.0272271,,,
1591495,-0.0544541,,,
1591496,-0.0816809,,,
1591497,-0.108907,,,
1591498,-0.136133,,,
1591499,-0.163359,,,
1591500,-0.190583,,,
1591501,-0.217807,,,
1591502,-0.24503,,,
1591503,-0.272251,,,
1591504,-0.299472,,,
1591505,-0.326691,,,
1591506,-0.353909,,,
1591507,-0.381125,,,
1591508,-0.40834,,,
1591509,-0.435553,,,
1591510,-0.462764,,,
1591511,-0.489972,,,
1591512,-0.517179,,,
1591513,-0.544384,,,
1591514,-0.571586,,,
1591515,-0.598785,,,
1591516,-0.625982,,,
1591517,-0.653176,,,
1591518,-0.680367,,,
1591519,-0.707556,,,
1591520,-0.734741,,,
1591521,-0.761923,,,
1591522,-0.789102,,,
1591523,-0.816277,,,
1591524,-0.843448,,,
1591525,-0.870616,,,
1591526,-0.89778,,,
1591527,-0.92494,,,
1591528,-0.952097,,,
1591529,-0.979248,,,
1591530,-1.0064,,,
1591531,-1.03354,,,
1591532,-1.06068,,,
1591533,-1.08781,,,
1591534,-1.11494,,,
1591535,-1.14207,,,
1591536,-1.16918,,,
1591537,-1.1963,,,
1591538,-1.22341,,,
1591539,-1.25051,,,
1591540,-1.27761,,,
1591541,-1.3047,,,
1591542,-1.33179,,,
1591543,-1.35887,,,
1591544,-1.38594,,,
1591545,-1.41301,,,
1591546,-1.44008,,,
1591547,-1.46713,,,
1591548,-1.49418,,,
1591549,-1.52123,,,
1591550,-1.54826,,,
1591551,-1.57529,,,
1591552,-1.60232,,,
1591553,-1.62933,,,
1591554,-1.65634,,,
1591555,-1.68334,,,
1591556,-1.71034,,,
1591557,-1.73732,,,
1591558,-1.7643,,,
1591559,-1.79127,,,
1591560,-1.81824,,,
1591561,-1.84519,,,
1591562,-1.87214,,,
1591563,-1.89908,,,
1591564,-1.92601,,,
1591565,-1.95293,,,
1591566,-1.97985,,,
1591567,-2.00675,,,
1591568,-2.03365,,,
1591569,-2.06054,,,
1591570,-2.08741,,,
1591571,-2.11428,,,
1591572,-2.14114,,,
1591573,-2.16799,,,
1591574,-2.19483,,,
1591575,-2.22167,,,
1591576,-2.24849,,,
1591577,-2.2753,,,
1591578,-2.3021,,,
1591579,-2.32889,,,
1591580,-2.35567,,,
1591581,-2.38245,,,
1591582,-2.40921,,,
1591583,-2.43596,,,
1591584,-2.4627,,,
1591585,-2.48943,,,
1591586,-2.51614,,,
1591587,-2.54285,,,
1591588,-2.56955,,,
1591589,-2.59623,,,
1591590,-2.6229,,,
1591591,-2.64956,,,
1591592,-2.67621,,,
1591593,-2.70285,,,
1591594,-2.72948,,,
1591595,-2.75609,,,
1591596,-2.78269,,,
1591597,-2.80928,,,
1591598,-2.83586,,,
1591599,-2.86243,,,
1591600,-2.88898,,,
1591601,-2.91552,,,
1591602,-2.94205,,,
1591603,-2.96856,,,
1591604,-2.99506,,,
1591605,-3.02155,,,
1591606,-3.04803,,,
1591607,-3.07449,,,
1591608,-3.10093,,,
1591609,-3.12737,,,
1591610,-3.15379,,,
1591611,-3.1802,,,
1591612,-3.20659,,,
1591613,-3.23297,,,
1591614,-3.25933,,,
1591615,-3.28568,,,
1591616,-3.31202,,,
1591617,-3.33834,,,
1591618,-3.36465,,,
1591619,-3.39094,,,
1591620,-3.41722,,,
1591621,-3.44348,,,
1591622,-3.46973,,,
1591623,-3.49596,,,
1591624,-3.52217,,,
1591625,-3.54838,,,
1591626,-3.57456,,,
1591627,-3.60073,,,
1591628,-3.62688,,,
1591629,-3.65302,,,
1591630,-3.67914,,,
1591631,-3.70525,,,
1591632,-3.73134,,,
1591633,-3.75741,,,
1591634,-3.78347,,,
1591635,-3.80951,,,
1591636,-3.83553,,,
1591637,-3.86154,,,
1591638,-3.88753,,,
1591639,-3.9135,,,
1591640,-3.93946,,,
1591641,-3.9654,,,
1591642,-3.99132,,,
1591643,-4.01722,,,
1591644,-4.04311,,,
1591645,-4.06897,,,
1591646,-4.09482,,,
1591647,-4.12066,,,
1591648,-4.14647,,,
1591649,-4.17227,,,
1591650,-4.19804,,,
1591651,-4.2238,,,
1591652,-4.24954,,,
1591653,-4.27527,,,
1591654,-4.30097,,,
1591655,-4.32665,,,
1591656,-4.35232,,,
1591657,-4.37797,,,
1591658,-4.40359,,,
1591659,-4.4292,,,
1591660,-4.45479,,,
1591661,-4.48036,,,
1591662,-4.50591,,,
1591663,-4.53144,,,
1591664,-4.55695,,,
1591665,-4.58244,,,
1591666,-4.60791,,,
1591667,-4.63335,,,
1591668,-4.65878,,,
1591669,-4.68419,,,
1591670,-4.70958,,,
1591671,-4.73495,,,
1591672,-4.76029,,,
1591673,-4.78562,,,
1591674,-4.81092,,,
1591675,-4.83621,,,
1591676,-4.86147,,,
1591677,-4.88671,,,
1591678,-4.91193,,,
1591679,-4.93713,,,
1591680,-4.9623,,,
1591681,-4.98746,,,
1591682,-5.01259,,,
1591683,-5.0377,,,
1591684,-5.06279,,,
1591685,-5.08786,,,
1591686,-5.1129,,,
1591687,-5.13792,,,
1591688,-5.16292,,,
1591689,-5.1879,,,
1591690,-5.21285,,,
1591691,-5.23778,,,
1591692,-5.26269,,,
1591693,-5.28758,,,
1591694,-5.31244,,,
1591695,-5.33728,,,
1591696,-5.36209,,,
1591697,-5.38688,,,
1591698,-5.41165,,,
1591699,-5.43639,,,
1591700,-5.46111,,,
1591701,-5.48581,,,
1591702,-5.51048,,,
1591703,-5.53513,,,
1591704,-5.55975,,,
1591705,-5.58435,,,
1591706,-5.60893,,,
1591707,-5.63348,,,
1591708,-5.658,,,
1591709,-5.68251,,,
1591710,-5.70698,,,
1591711,-5.73143,,,
1591712,-5.75586,,,
1591713,-5.78026,,,
1591714,-5.80463,,,
1591715,-5.82898,,,
1591716,-5.85331,,,
1591717,-5.8776,,,
1591718,-5.90188,,,
1591719,-5.92612,,,
1591720,-5.95034,,,
1591721,-5.97454,,,
1591722,-5.99871,,,
1591723,-6.02285,,,
1591724,-6.04696,,,
1591725,-6.07105,,,
1591726,-6.09512,,,
1591727,-6.11915,,,
1591728,-6.14316,,,
1591729,-6.16714,,,
1591730,-6.1911,,,
1591731,-6.21502,,,
1591732,-6.23892,,,
1591733,-6.2628,,,
1591734,-6.28664,,,
1591735,-6.31046,,,
1591736,-6.33425,,,
1591737,-6.35801,,,
1591738,-6.38175,,,
1591739,-6.40546,,,
1591740,-6.42913,,,
1591741,-6.45278,,,
1591742,-6.47641,,,
1591743,-6.5,,,
1591744,-6.52357,,,
1591745,-6.5471,,,
1591746,-6.57061,,,
1591747,-6.59409,,,
1591748,-6.61754,,,
1591749,-6.64096,,,
1591750,-6.66435,,,
1591751,-6.68771,,,
1591752,-6.71105,,,
1591753,-6.73435,,,
1591754,-6.75763,,,
1591755,-6.78087,,,
1591756,-6.80409,,,
1591757,-6.82727,,,
1591758,-6.85043,,,
1591759,-6.87355,,,
1591760,-6.89665,,,
1591761,-6.91971,,,
1591762,-6.94274,,,
1591763,-6.96575,,,
1591764,-6.98872,,,
1591765,-7.01166,,,
1591766,-7.03458,,,
1591767,-7.05746,,,
1591768,-7.08031,,,
1591769,-7.10313,,,
1591770,-7.12591,,,
1591771,-7.14867,,,
1591772,-7.1714,,,
1591773,-7.19409,,,
1591774,-7.21675,,,
1591775,-7.23938,,,
1591776,-7.26198,,,
1591777,-7.28455,,,
1591778,-7.30708,,,
1591779,-7.32959,,,
1591780,-7.35206,,,
1591781,-7.3745,,,
1591782,-7.3969,,,
1591783,-7.41928,,,
1591784,-7.44162,,,
1591785,-7.46393,,,
1591786,-7.4862,,,
1591787,-7.50845,,,
1591788,-7.53066,,,
1591789,-7.55283,,,
1591790,-7.57498,,,
1591791,-7.59709,,,
1591792,-7.61916,,,
1591793,-7.64121,,,
1591794,-7.66322,,,
1591795,-7.6852,,,
1591796,-7.70714,,,
1591797,-7.72905,,,
1591798,-7.75092,,,
1591799,-7.77276,,,
1591800,-7.79457,,,
1591801,-7.81635,,,
1591802,-7.83808,,,
1591803,-7.85979,,,
1591804,-7.88146,,,
1591805,-7.90309,,,
1591806,-7.92469,,,
1591807,-7.94626,,,
1591808,-7.96779,,,
1591809,-7.98929,,,
1591810,-8.01075,,,
1591811,-8.03218,,,
1591812,-8.05357,,,
1591813,-8.07492,,,
1591814,-8.09624,,,
1591815,-8.11753,,,
1591816,-8.13877,,,
1591817,-8.15999,,,
1591818,-8.18116,,,
1591819,-8.20231,,,
1591820,-8.22341,,,
1591821,-8.24448,,,
1591822,-8.26551,,,
1591823,-8.28651,,,
1591824,-8.30747,,,
1591825,-8.3284,,,
1591826,-8.34928,,,
1591827,-8.37014,,,
1591828,-8.39095,,,
1591829,-8.41173,,,
1591830,-8.43247,,,
1591831,-8.45317,,,
1591832,-8.47384,,,
1591833,-8.49447,,,
1591834,-8.51506,,,
1591835,-8.53561,,,
1591836,-8.55613,,,
1591837,-8.57661,,,
1591838,-8.59705,,,
1591839,-8.61746,,,
1591840,-8.63783,,,
1591841,-8.65815,,,
1591842,-8.67844,,,
1591843,-8.6987,,,
1591844,-8.71891,,,
1591845,-8.73909,,,
1591846,-8.75923,,,
1591847,-8.77933,,,
1591848,-8.79939,,,
1591849,-8.81941,,,
1591850,-8.83939,,,
1591851,-8.85934,,,
1591852,-8.87924,,,
1591853,-8.89911,,,
1591854,-8.91894,,,
1591855,-8.93873,,,
1591856,-8.95848,,,
1591857,-8.97819,,,
1591858,-8.99786,,,
1591859,-9.01749,,,
1591860,-9.03709,,,
1591861,-9.05664,,,
1591862,-9.07615,,,
1591863,-9.09562,,,
1591864,-9.11506,,,
1591865,-9.13445,,,
1591866,-9.1538,,,
1591867,-9.17312,,,
1591868,-9.19239,,,
1591869,-9.21162,,,
1591870,-9.23081,,,
1591871,-9.24996,,,
1591872,-9.26907,,,
1591873,-9.28815,,,
1591874,-9.30717,,,
1591875,-9.32616,,,
1591876,-9.34511,,,
1591877,-9.36402,,,
1591878,-9.38288,,,
1591879,-9.40171,,,
1591880,-9.42049,,,
1591881,-9.43923,,,
1591882,-9.45793,,,
1591883,-9.47659,,,
1591884,-9.49521,,,
1591885,-9.51379,,,
1591886,-9.53232,,,
1591887,-9.55081,,,
1591888,-9.56926,,,
1591889,-9.58767,,,
1591890,-9.60604,,,
1591891,-9.62436,,,
1591892,-9.64264,,,
1591893,-9.66088,,,
1591894,-9.67908,,,
1591895,-9.69724,,,
1591896,-9.71535,,,
1591897,-9.73342,,,
1591898,-9.75144,,,
1591899,-9.76943,,,
1591900,-9.78737,,,
1591901,-9.80527,,,
1591902,-9.82312,,,
1591903,-9.84094,,,
1591904,-9.8587,,,
1591905,-9.87643,,,
1591906,-9.89411,,,
1591907,-9.91175,,,
1591908,-9.92935,,,
1591909,-9.9469,,,
1591910,-9.96441,,,
1591911,-9.98187,,,
1591912,-9.9993,,,
1591913,-10.0167,,,
1591914,-10.034,,,
1591915,-10.0513,,,
1591916,-10.0685,,,
1591917,-10.0857,,,
1591918,-10.1029,,,
1591919,-10.12,,,
1591920,-10.1371,,,
1591921,-10.1541,,,
1591922,-10.1711,,,
1591923,-10.188,,,
1591924,-10.2049,,,
1591925,-10.2217,,,
1591926,-10.2386,,,
1591927,-10.2553,,,
1591928,-10.272,,,
1591929,-10.2887,,,
1591930,-10.3053,,,
1591931,-10.3219,,,
1591932,-10.3384,,,
1591933,-10.3549,,,
1591934,-10.3713,,,
1591935,-10.3877,,,
1591936,-10.4041,,,
1591937,-10.4204,,,
1591938,-10.4366,,,
1591939,-10.4528,,,
1591940,-10.469,,,
1591941,-10.4851,,,
1591942,-10.5012,,,
1591943,-10.5172,,,
1591944,-10.5332,,,
1591945,-10.5491,,,
1591946,-10.565,,,
1591947,-10.5809,,,
1591948,-10.5967,,,
1591949,-10.6124,,,
1591950,-10.6281,,,
1591951,-10.6438,,,
1591952,-10.6594,,,
1591953,-10.6749,,,
1591954,-10.6905,,,
1591955,-10.7059,,,
1591956,-10.7213,,,
1591957,-10.7367,,,
1591958,-10.752,,,
1591959,-10.7673,,,
1591960,-10.7826,,,
1591961,-10.7977,,,
1591962,-10.8129,,,
1591963,-10.828,,,
1591964,-10.843,,,
1591965,-10.858,,,
1591966,-10.873,,,
1591967,-10.8879,,,
1591968,-10.9027,,,
1591969,-10.9175,,,
1591970,-10.9323,,,
1591971,-10.947,,,
1591972,-10.9616,,,
1591973,-10.9763,,,
1591974,-10.9908,,,
1591975,-11.0053,,,
1591976,-11.0198,,,
1591977,-11.0342,,,
1591978,-11.0486,,,
1591979,-11.0629,,,
1591980,-11.0772,,,
1591981,-11.0914,,,
1591982,-11.1056,,,
1591983,-11.1197,,,
1591984,-11.1338,,,
1591985,-11.1478,,,
1591986,-11.1618,,,
1591987,-11.1758,,,
1591988,-11.1896,,,
1591989,-11.2035,,,
1591990,-11.2173,,,
1591991,-11.231,,,
1591992,-11.2447,,,
1591993,-11.2583,,,
1591994,-11.2719,,,
1591995,-11.2855,,,
1591996,-11.2989,,,
1591997,-11.3124,,,
1591998,-11.3258,,,
1591999,-11.3391,,,
1592000,-11.3524,,,
1592001,-11.3657,,,
1592002,-11.3788,,,
1592003,-11.392,,,
1592004,-11.4051,,,
1592005,-11.4181,,,
1592006,-11.4311,,,
1592007,-11.4441,,,
1592008,-11.4569,,,
1592009,-11.4698,,,
1592010,-11.4826,,,
1592011,-11.4953,,,
1592012,-11.508,,,
1592013,-11.5206,,,
1592014,-11.5332,,,
1592015,-11.5458,,,
1592016,-11.5583,,,
1592017,-11.5707,,,
1592018,-11.5831,,,
1592019,-11.5954,,,
1592020,-11.6077,,,
1592021,-11.6199,,,
1592022,-11.6321,,,
1592023,-11.6443,,,
1592024,-11.6563,,,
1592025,-11.6684,,,
1592026,-11.6803,,,
1592027,-11.6923,,,
1592028,-11.7041,,,
1592029,-11.716,,,
1592030,-11.7277,,,
1592031,-11.7395,,,
1592032,-11.7511,,,
1592033,-11.7628,,,
1592034,-11.7743,,,
1592035,-11.7858,,,
1592036,-11.7973,,,
1592037,-11.8087,,,
1592038,-11.8201,,,
1592039,-11.8314,,,
1592040,-11.8426,,,
1592041,-11.8538,,,
1592042,-11.865,,,
1592043,-11.8761,,,
1592044,-11.8871,,,
1592045,-11.8981,,,
1592046,-11.9091,,,
1592047,-11.92,,,
1592048,-11.9308,,,
1592049,-11.9416,,,
1592050,-11.9523,,,
1592051,-11.963,,,
1592052,-11.9736,,,
1592053,-11.9842,,,
1592054,-11.9947,,,
1592055,-12.0052,,,
1592056,-12.0156,,,
1592057,-12.026,,,
1592058,-12.0363,,,
1592059,-12.0466,,,
1592060,-12.0568,,,
1592061,-12.0669,,,
1592062,-12.077,,,
1592063,-12.0871,,,
1592064,-12.0971,,,
1592065,-12.107,,,
1592066,-12.1169,,,
1592067,-12.1268,,,
1592068,-12.1365,,,
1592069,-12.1463,,,
1592070,-12.156,,,
1592071,-12.1656,,,
1592072,-12.1751,,,
1592073,-12.1847,,,
1592074,-12.1941,,,
1592075,-12.2035,,,
1592076,-12.2129,,,
1592077,-12.2222,,,
1592078,-12.2315,,,
1592079,-12.2406,,,
1592080,-12.2498,,,
1592081,-12.2589,,,
1592082,-12.2679,,,
1592083,-12.2769,,,
1592084,-12.2858,,,
1592085,-12.2947,,,
1592086,-12.3035,,,
1592087,-12.3123,,,
1592088,-12.321,,,
1592089,-12.3296,,,
1592090,-12.3383,,,
1592091,-12.3468,,,
1592092,-12.3553,,,
1592093,-12.3637,,,
1592094,-12.3721,,,
1592095,-12.3805,,,
1592096,-12.3887,,,
1592097,-12.397,,,
1592098,-12.4051,,,
1592099,-12.4132,,,
1592100,-12.4213,,,
1592101,-12.4293,,,
1592102,-12.4373,,,
1592103,-12.4452,,,
1592104,-12.453,,,
1592105,-12.4608,,,
1592106,-12.4685,,,
1592107,-12.4762,,,
1592108,-12.4838,,,
1592109,-12.4914,,,
1592110,-12.4989,,,
1592111,-12.5064,,,
1592112,-12.5138,,,
1592113,-12.5211,,,
1592114,-12.5284,,,
1592115,-12.5356,,,
1592116,-12.5428,,,
1592117,-12.55,,,
1592118,-12.557,,,
1592119,-12.5641,,,
1592120,-12.571,,,
1592121,-12.5779,,,
1592122,-12.5848,,,
1592123,-12.5916,,,
1592124,-12.5983,,,
1592125,-12.605,,,
1592126,-12.6116,,,
1592127,-12.6182,,,
1592128,-12.6247,,,
1592129,-12.6312,,,
1592130,-12.6376,,,
1592131,-12.644,,,
1592132,-12.6503,,,
1592133,-12.6565,,,
1592134,-12.6627,,,
1592135,-12.6688,,,
1592136,-12.6749,,,
1592137,-12.681,,,
1592138,-12.6869,,,
1592139,-12.6928,,,
1592140,-12.6987,,,
1592141,-12.7045,,,
1592142,-12.7102,,,
1592143,-12.7159,,,
1592144,-12.7216,,,
1592145,-12.7271,,,
1592146,-12.7326,,,
1592147,-12.7381,,,
1592148,-12.7435,,,
1592149,-12.7489,,,
1592150,-12.7542,,,
1592151,-12.7594,,,
1592152,-12.7646,,,
1592153,-12.7697,,,
1592154,-12.7748,,,
1592155,-12.7798,,,
1592156,-12.7848,,,
1592157,-12.7897,,,
1592158,-12.7945,,,
1592159,-12.7993,,,
1592160,-12.8041,,,
1592161,-12.8088,,,
1592162,-12.8134,,,
1592163,-12.8179,,,
1592164,-12.8225,,,
1592165,-12.8269,,,
1592166,-12.8313,,,
1592167,-12.8357,,,
1592168,-12.8399,,,
1592169,-12.8442,,,
1592170,-12.8484,,,
1592171,-12.8525,,,
1592172,-12.8565,,,
1592173,-12.8605,,,
1592174,-12.8645,,,
1592175,-12.8684,,,
1592176,-12.8722,,,
1592177,-12.876,,,
1592178,-12.8797,,,
1592179,-12.8834,,,
1592180,-12.887,,,
1592181,-12.8906,,,
1592182,-12.8941,,,
1592183,-12.8975,,,
1592184,-12.9009,,,
1592185,-12.9042,,,
1592186,-12.9075,,,
1592187,-12.9107,,,
1592188,-12.9138,,,
1592189,-12.9169,,,
1592190,-12.92,,,
1592191,-12.923,,,
1592192,-12.9259,,,
1592193,-12.9288,,,
1592194,-12.9316,,,
1592195,-12.9344,,,
1592196,-12.9371,,,
1592197,-12.9397,,,
1592198,-12.9423,,,
1592199,-12.9448,,,
1592200,-12.9473,,,
1592201,-12.9497,,,
1592202,-12.9521,,,
1592203,-12.9544,,,
1592204,-12.9567,,,
1592205,-12.9588,,,
1592206,-12.961,,,
1592207,-12.9631,,,
1592208,-12.9651,,,
1592209,-12.9671,,,
1592210,-12.969,,,
1592211,-12.9708,,,
1592212,-12.9726,,,
1592213,-12.9743,,,
1592214,-12.976,,,
1592215,-12.9777,,,
1592216,-12.9792,,,
1592217,-12.9807,,,
1592218,-12.9822,,,
1592219,-12.9836,,,
1592220,-12.9849,,,
1592221,-12.9862,,,
1592222,-12.9874,,,
1592223,-12.9886,,,
1592224,-12.9897,,,
1592225,-12.9908,,,
1592226,-12.9918,,,
1592227,-12.9927,,,
1592228,-12.9936,,,
1592229,-12.9944,,,
1592230,-12.9952,,,
1592231,-12.9959,,,
1592232,-12.9966,,,
1592233,-12.9971,,,
1592234,-12.9977,,,
1592235,-12.9982,,,
1592236,-12.9986,,,
1592237,-12.999,,,
1592238,-12.9993,,,
1592239,-12.9995,,,
1592240,-12.9997,,,
1592241,-12.9999,,,
1592242,-13,,,
1592243,-13,,,
1592244,-13,,,
1592245,-12.9999,,,
1592246,-12.9997,,,
1592247,-12.9995,,,
1592248,-12.9993,,,
1592249,-12.999,,,
1592250,-12.9986,,,
1592251,-12.9982,,,
1592252,-12.9977,,,
1592253,-12.9971,,,
1592254,-12.9966,,,
1592255,-12.9959,,,
1592256,-12.9952,,,
1592257,-12.9944,,,
1592258,-12.9936,,,
1592259,-12.9927,,,
1592260,-12.9918,,,
1592261,-12.9908,,,
1592262,-12.9897,,,
1592263,-12.9886,,,
1592264,-12.9874,,,
1592265,-12.9862,,,
1592266,-12.9849,,,
1592267,-12.9836,,,
1592268,-12.9822,,,
1592269,-12.9807,,,
1592270,-12.9792,,,
1592271,-12.9777,,,
1592272,-12.976,,,
1592273,-12.9743,,,
1592274,-12.9726,,,
1592275,-12.9708,,,
1592276,-12.969,,,
1592277,-12.9671,,,
1592278,-12.9651,,,
1592279,-12.9631,,,
1592280,-12.961,,,
1592281,-12.9588,,,
1592282,-12.9567,,,
1592283,-12.9544,,,
1592284,-12.9521,,,
1592285,-12.9497,,,
1592286,-12.9473,,,
1592287,-12.9448,,,
1592288,-12.9423,,,
1592289,-12.9397,,,
1592290,-12.9371,,,
1592291,-12.9344,,,
1592292,-12.9316,,,
1592293,-12.9288,,,
1592294,-12.9259,,,
1592295,-12.923,,,
1592296,-12.92,,,
1592297,-12.9169,,,
1592298,-12.9138,,,
1592299,-12.9107,,,
1592300,-12.9075,,,
1592301,-12.9042,,,
1592302,-12.9009,,,
1592303,-12.8975,,,
1592304,-12.8941,,,
1592305,-12.8906,,,
1592306,-12.887,,,
1592307,-12.8834,,,
1592308,-12.8797,,,
1592309,-12.876,,,
1592310,-12.8722,,,
1592311,-12.8684,,,
1592312,-12.8645,,,
1592313,-12.8605,,,
1592314,-12.8565,,,
1592315,-12.8525,,,
1592316,-12.8484,,,
1592317,-12.8442,,,
1592318,-12.8399,,,
1592319,-12.8357,,,
1592320,-12.8313,,,
1592321,-12.8269,,,
1592322,-12.8225,,,
1592323,-12.8179,,,
1592324,-12.8134,,,
1592325,-12.8088,,,
1592326,-12.8041,,,
1592327,-12.7993,,,
1592328,-12.7945,,,
1592329,-12.7897,,,
1592330,-12.7848,,,
1592331,-12.7798,,,
1592332,-12.7748,,,
1592333,-12.7697,,,
1592334,-12.7646,,,
1592335,-12.7594,,,
1592336,-12.7542,,,
1592337,-12.7489,,,
1592338,-12.7435,,,
1592339,-12.7381,,,
1592340,-12.7326,,,
1592341,-12.7271,,,
1592342,-12.7216,,,
1592343,-12.7159,,,
1592344,-12.7102,,,
1592345,-12.7045,,,
1592346,-12.6987,,,
1592347,-12.6928,,,
1592348,-12.6869,,,
1592349,-12.681,,,
1592350,-12.6749,,,
1592351,-12.6688,,,
1592352,-12.6627,,,
1592353,-12.6565,,,
1592354,-12.6503,,,
1592355,-12.644,,,
1592356,-12.6376,,,
1592357,-12.6312,,,
1592358,-12.6247,,,
1592359,-12.6182,,,
1592360,-12.6116,,,
1592361,-12.605,,,
1592362,-12.5983,,,
1592363,-12.5916,,,
1592364,-12.5848,,,
1592365,-12.5779,,,
1592366,-12.571,,,
1592367,-12.5641,,,
1592368,-12.557,,,
1592369,-12.55,,,
1592370,-12.5428,,,
1592371,-12.5356,,,
1592372,-12.5284,,,
1592373,-12.5211,,,
1592374,-12.5138,,,
1592375,-12.5064,,,
1592376,-12.4989,,,
1592377,-12.4914,,,
1592378,-12.4838,,,
1592379,-12.4762,,,
1592380,-12.4685,,,
1592381,-12.4608,,,
1592382,-12.453,,,
1592383,-12.4452,,,
1592384,-12.4373,,,
1592385,-12.4293,,,
1592386,-12.4213,,,
1592387,-12.4132,,,
1592388,-12.4051,,,
1592389,-12.397,,,
1592390,-12.3887,,,
1592391,-12.3805,,,
1592392,-12.3721,,,
1592393,-12.3637,,,
1592394,-12.3553,,,
1592395,-12.3468,,,
1592396,-12.3383,,,
1592397,-12.3296,,,
1592398,-12.321,,,
1592399,-12.3123,,,
1592400,-12.3035,,,
1592401,-12.2947,,,
1592402,-12.2858,,,
1592403,-12.2769,,,
1592404,-12.2679,,,
1592405,-12.2589,,,
1592406,-12.2498,,,
1592407,-12.2406,,,
1592408,-12.2315,,,
1592409,-12.2222,,,
1592410,-12.2129,,,
1592411,-12.2035,,,
1592412,-12.1941,,,
1592413,-12.1847,,,
1592414,-12.1751,,,
